y1,x1,x2,y2,z1,z2
9.4286,0.076721,1.968,5.9924,1.5202,3.3678
9.5503,1.8651,2.2399,4.9865,0.96117,3.7568
6.2763,0.63046,1.9667,3.3982,1.7207,2.42
5.1241,1.3785,1.8001,1.4169,0.22531,1.3224
6.8801,1.4556,2.2838,2.4111,0.89401,0.022836
4.374,0.60914,0.80276,2.6593,0.6778,2.7285
4.5143,0.24179,1.8679,2.0671,-0.24499,1.2742
7.6433,0.79751,3.0842,4.6863,2.1403,2.6162
4.8432,0.60048,1.8073,1.3849,0.62441,0.67257
8.2668,0.38645,2.7353,5.6681,0.92968,4.2054
2.4434,0.40932,1.0601,1.2967,-0.068762,1.4057
3.1045,1.2322,0.87637,1.7925,0.96658,1.8578
6.4993,1.437,1.8183,2.8255,2.637,2.1192
10.459,0.80635,3.1574,5.6679,2.8236,1.8825
6.5161,0.33609,1.954,4.2877,0.86033,2.7381
8.4099,1.8019,2.5623,3.5991,1.3236,1.9079
4.3948,0.38955,1.9456,1.5918,-0.029229,2.0855
-0.27599,0.93528,1.4404,-1.1119,0.63991,-0.20968
3.9674,0.72623,2.7912,1.9268,0.25883,2.2176
8.4014,1.9312,2.6657,3.5173,2.0446,1.9089
1.6807,-0.11892,0.20073,3.332,0.13318,2.238
4.3192,0.70871,1.5506,2.6998,1.0851,2.2459
6.3034,-0.030473,1.0611,5.0152,1.2962,3.3067
5.213,0.4997,2.1873,3.6793,1.2817,1.7835
6.0828,0.35085,1.8461,3.6304,1.136,2.1859
6.4804,2.5723,2.9976,1.2566,0.73847,1.9166
0.89554,0.57537,1.6888,-0.55008,-0.42396,-0.16694
4.5244,0.24581,0.83315,1.9938,0.088739,1.0975
2.8197,-0.21847,1.8245,1.785,0.84465,1.7123
1.7495,0.2809,1.5831,1.2212,1.5028,0.59887
3.5026,1.8046,2.1354,-0.74177,-1.1446,1.6086
8.3489,1.695,1.9707,4.1771,0.80927,2.6372
4.8434,0.46503,1.7473,3.6816,1.7675,2.5811
4.7716,0.49193,1.0348,3.9423,2.0857,2.5088
7.3673,1.7689,1.7666,3.6094,0.63603,2.0765
6.5375,0.63731,2.0546,3.1267,-0.45486,0.8849
3.7631,1.5039,1.7084,0.78756,-1.394,2.5387
3.9702,0.56238,1.4004,3.1954,1.5995,2.0601
4.5211,0.69712,1.9622,2.2625,-0.20868,2.8578
11.443,2.8856,4.2703,4.7393,1.811,2.2312
5.5596,0.9306,3.3748,1.9397,-0.62034,2.5298
11.455,1.6573,2.9302,6.2055,1.7373,3.3251
2.8062,-0.17268,1.0274,1.6308,-0.10014,2.196
10.31,0.85914,1.6807,8.6989,2.6902,5.2681
8.7819,1.043,1.8282,5.2933,1.4015,3.2461
3.0137,1.0237,2.2606,-0.42559,-1.4665,0.24193
7.958,2.078,2.2199,2.8234,0.82203,1.8246
6.3904,0.5407,1.482,4.8081,1.2734,3.926
4.9734,0.63689,2.0339,2.4117,0.70166,1.4232
7.0174,0.38384,1.2943,4.3458,0.45734,2.0203
3.2867,1.2637,1.8392,1.129,0.33278,0.63884
7.5365,1.4809,3.3115,2.3356,1.1397,0.39694
8.2205,1.964,3.1156,1.8167,0.59265,1.47
2.9734,1.5348,2.5452,1.8432,1.4858,2.213
4.6921,-0.44513,1.853,3.8152,2.2311,2.4451
6.2414,0.062929,1.0161,5.06,2.1002,2.5062
0.60856,1.7318,0.88713,-0.44725,-0.51787,1.4796
1.8329,1.3279,1.9547,-2.377,-1.8741,-0.32009
6.9173,2.4249,2.1463,2.6118,0.069141,1.4693
5.0746,0.23861,1.5959,3.8007,0.52499,2.8055
4.1346,0.77988,0.2409,3.2265,1.3854,2.294
2.1342,1.4929,1.6771,-0.041673,-0.83097,0.81432
0.98157,0.1147,1.3253,-0.24593,0.44874,1.4154
5.8477,0.26978,1.5519,3.4091,1.8384,2.4445
4.8407,0.36975,1.3436,2.8893,0.58579,1.5074
7.6877,1.5019,2.3174,4.6951,2.1251,3.2144
-0.44436,1.4524,2.2882,-2.2851,0.063224,0.50476
5.0274,1.1673,1.5884,3.469,0.41746,2.6061
4.0878,-0.12786,1.3666,1.9157,0.14322,2.035
11.513,1.8549,3.0578,5.8669,2.3853,1.7287
1.7394,0.38458,1.5048,0.35715,0.58162,0.3057
6.6413,0.44893,1.443,3.9944,1.3553,2.9132
6.8833,1.0789,1.641,5.1946,3.0005,4.8154
9.6845,0.94484,1.7616,5.3956,2.2201,2.6324
1.2652,-0.29115,0.86847,1.8146,0.88352,2.7178
10.615,1.2261,1.9411,6.3383,2.4434,3.4058
6.1396,0.2577,2.1106,4.3682,1.8755,2.3709
7.272,0.93279,2.624,3.5632,1.4334,3.1346
0.85759,0.22143,1.189,0.058132,0.16159,0.18935
8.8507,1.3986,2.2642,4.7099,1.9916,1.8536
-1.1511,0.6792,1.5813,-2.6989,-0.52451,-0.58463
-4.1745,0.0038,1.3475,-2.3843,0.45222,-0.53688
6.1116,0.25625,2.5834,3.6198,1.3934,2.6208
4.1622,1.1478,1.8723,2.0787,0.59914,0.70002
7.9752,0.45675,3.4359,4.8021,1.7342,2.4011
5.1661,1.2076,2.0287,0.3492,0.33593,-1.2911
7.9154,1.3418,2.277,3.0039,1.5834,1.7881
8.3255,0.49524,1.3949,5.0899,1.8175,2.6094
7.8476,1.0439,1.9031,5.078,1.7246,3.2383
5.3385,1.9429,3.1938,1.3123,1.1582,1.615
9.6119,2.12,3.0477,5.0875,1.7829,3.3532
6.9867,2.5207,2.9332,0.52457,0.68732,-0.52919
5.7627,1.269,2.0895,2.8858,0.76925,2.5831
2.8237,0.061977,1.8896,2.1724,1.9379,1.284
0.58124,0.064707,1.8588,0.20279,0.51763,0.59454
10.761,0.94951,2.1335,4.6276,2.0443,1.0437
7.1721,0.2346,2.1202,4.7231,1.2221,4.1808
2.3943,1.5197,1.6043,0.84969,0.88965,2.5721
8.0151,0.92928,0.82034,5.829,1.5114,2.2132
4.6992,0.91873,0.72919,3.2204,1.6788,1.0918
4.0029,0.67871,1.554,2.9221,1.7237,2.4313
7.6716,0.98915,3.5729,3.6374,0.99789,2.5601
5.0117,2.0265,2.3889,1.8917,0.81425,2.4755
4.9833,1.0668,1.1418,4.0547,3.3679,2.5198
2.2883,0.7002,1.0556,0.69452,1.202,1.215
6.4707,1.5709,2.1738,3.4711,1.0569,1.4577
3.9226,0.56437,1.3617,3.7664,1.5241,2.6624
7.2284,1.9492,3.5528,2.0233,0.33471,1.8613
5.5256,0.53603,1.866,3.2326,1.8454,2.8617
10.397,0.26182,1.2583,6.3547,1.6912,2.74
4.9656,0.92007,2.1471,1.4022,1.9157,1.4973
3.9513,0.65963,3.3853,0.44649,-0.53461,1.5771
8.4444,0.2178,1.0664,6.2005,1.6031,3.2125
8.0262,1.2997,0.99878,4.496,2.1139,2.8184
8.6832,1.478,1.9667,5.8559,1.4591,3.7107
5.6837,1.0465,2.2125,3.4931,0.67091,3.2034
4.4914,0.67446,0.80116,2.9837,0.82377,0.98454
3.6283,-0.25015,2.1151,1.9838,1.0616,2.7446
1.4087,-0.32894,1.9484,-0.37731,-1.2233,0.05001
10.169,1.4059,3.2157,5.6485,1.9678,2.3501
2.6715,2.4547,1.9045,-0.75661,-0.069448,0.69342
9.7489,0.57682,2.1854,7.2413,3.1166,3.1901
6.3449,0.96656,2.6645,3.0655,1.6845,1.8111
8.7034,1.0156,1.6628,5.4463,1.618,2.5258
5.5096,2.0812,3.2639,1.2088,0.67017,1.6372
8.1991,1.6972,1.8346,4.2897,1.2831,3.3188
4.0712,0.70788,1.4812,2.1875,0.43682,2.0171
6.6107,0.13602,1.9877,5.1964,1.9753,2.8055
9.3865,2.3373,2.4133,5.8791,2.7021,3.4203
4.9467,1.6166,2.259,1.58,0.87762,2.0167
5.6249,0.48452,1.8642,4.7003,2.2726,3.1599
6.2223,0.86488,1.0136,4.595,0.95742,4.4193
6.9208,0.75426,2.3919,1.3288,-0.26944,1.3071
2.4218,1.3978,0.32797,3.1031,0.60024,2.7766
6.8883,1.6243,1.9052,3.8905,1.7535,2.3621
3.8281,0.16424,2.2927,2.3095,1.7129,1.5266
0.69063,0.95109,-0.5208,0.2438,0.22311,0.52879
8.9163,1.8431,2.4364,3.6923,1.217,2.515
7.9102,0.39473,2.4533,5.2012,1.721,1.6114
7.0331,1.4873,2.0299,3.1057,0.37442,1.4717
7.2537,0.63694,1.6915,4.4462,1.767,2.7049
7.7112,0.38618,2.2697,4.0876,1.2495,2.3683
6.6374,1.9502,3.156,2.2964,-0.81234,3.063
9.0316,2.5766,2.6535,3.8941,0.60851,3.3698
5.2392,0.02722,1.791,4.8297,0.62667,3.3111
5.5176,1.0442,2.036,2.3477,0.95955,1.1978
6.5008,1.3995,2.8939,2.5146,0.36253,2.7877
4.2712,1.3718,2.6015,0.22375,-0.32282,0.86167
6.4134,1.0585,2.0071,4.3755,2.5656,2.6066
5.3294,0.77994,2.7139,3.1177,0.81998,1.5489
4.6391,0.5003,0.88004,4.171,1.3957,2.9105
6.1352,1.2517,1.9683,2.6022,0.49738,2.3224
5.9495,1.4526,3.4718,1.072,1.3136,0.82491
2.5303,0.22347,1.8207,-0.46636,-0.17259,0.53534
6.7964,1.5524,2.2178,2.372,1.1463,2.8386
8.6889,0.98452,2.5317,5.6615,1.77,3.3687
6.8409,0.70587,1.8939,3.7634,1.0149,2.2469
3.6239,0.5164,1.2798,1.802,0.30329,0.6685
4.1776,0.97924,2.4335,1.9477,1.1638,0.97136
7.6223,0.44635,2.6238,5.5099,1.4468,3.7513
5.6207,0.72261,3.4044,2.8664,1.7769,2.3899
3.4608,0.42028,2.3714,0.85421,-0.20064,1.5438
5.0509,0.6519,2.1113,1.9615,0.12948,1.2069
3.5859,0.66259,2.1986,1.944,0.80294,1.4518
-1.3127,-0.94345,1.3372,-0.20682,0.32718,1.3406
2.495,0.62681,2.6611,0.85449,0.10672,1.0883
8.3726,1.3909,2.195,4.1104,1.3352,2.9491
6.8746,0.25845,2.0731,4.4107,2.3766,3.1883
3.8853,1.967,1.7569,0.087534,-0.48289,0.40279
5.085,1.024,1.992,1.0276,-0.99708,1.7832
6.4179,0.76543,1.6968,3.149,1.0595,2.3074
8.5614,1.2894,2.4396,4.7793,2.7178,2.8262
1.7157,0.90277,0.42542,2.0299,-0.096992,3.6614
9.3651,0.63518,1.6676,5.9963,2.5425,3.0054
8.6045,1.0131,1.2957,5.6953,2.8819,3.404
8.7598,2.2937,2.2261,3.8297,1.7015,1.6478
6.9317,1.3346,1.9334,4.302,2.4576,2.6728
4.2663,0.51972,2.74,1.9844,1.3732,1.0808
3.4566,-0.25233,1.5771,3.3241,1.6445,2.7609
7.3294,0.71352,1.2074,3.9707,1.4063,2.6682
8.9292,0.71597,2.1611,4.1223,0.60007,2.8034
10.021,1.2063,2.6794,4.2767,0.65641,2.2721
7.035,0.90639,2.4344,4.9804,2.2078,2.1355
11.674,2.023,3.7222,5.2098,1.2444,2.8786
7.2445,1.253,1.4701,3.9136,1.5303,2.2965
4.8865,-0.17572,1.3278,3.2112,1.3149,2.4075
8.1778,1.1104,0.75858,4.9615,1.6275,2.1107
7.4753,1.4856,2.0441,3.6381,1.2057,1.9133
8.2581,0.71275,1.6778,6.0015,3.2032,2.2095
-0.48068,0.43746,2.1033,-0.57597,-1.0526,1.9202
9.0966,1.1315,2.341,6.5274,2.9134,3.2713
3.9881,-0.21683,0.96413,2.7681,0.83027,1.3781
5.2391,0.81686,0.57784,3.9855,1.0731,2.8956
5.6894,1.6955,1.924,3.9333,1.7006,2.8644
3.0986,-0.52845,1.3558,4.7265,2.7727,3.3658
6.9019,0.77912,1.3608,4.7012,1.4878,3.8446
10.309,1.4656,2.2243,6.8884,2.6001,4.1321
3.048,0.27141,1.2425,1.3968,0.80288,0.069938
7.406,0.88759,1.9654,3.5481,1.0262,3.2816
4.5209,0.50746,2.3428,1.6611,0.67667,1.1636
8.0037,1.7784,2.5178,2.6397,1.0699,1.3078
6.298,0.81742,1.3551,4.2354,1.7218,2.6387
5.1571,0.6517,1.7377,4.0421,1.3561,2.8104
6.4272,1.1632,2.13,2.7514,0.92115,1.9035
6.9305,1.6575,2.9317,3.5586,1.6414,2.5586
9.4622,0.69121,3.2803,4.2083,2.0147,2.1704
12.371,1.9354,3.0825,6.9701,1.2753,4.4612
5.292,1.5627,2.6036,1.2226,0.23438,1.0303
5.8791,1.2528,1.5327,1.3606,0.69704,-0.68147
3.8486,0.084335,0.62711,2.7266,1.1955,0.48136
9.5187,1.0674,2.3027,7.0596,2.124,4.5033
0.056427,0.87999,1.1285,-0.84988,1.6056,0.3255
4.2131,1.7111,2.0792,1.0523,0.64336,1.7348
8.9698,0.80799,2.288,5.0644,1.8839,1.6659
8.2637,1.0713,1.9224,4.7139,2.2749,2.368
7.8062,0.77123,1.7976,4.4355,1.0895,2.08
5.6389,0.56702,2.7481,2.5955,0.35982,2.4497
3.0229,0.45612,2.0722,0.86643,0.64942,0.19451
13.096,2.8665,3.037,5.2975,3.0509,2.4535
8.6351,1.4322,2.0296,4.4893,1.1432,1.2435
9.0227,2.0916,3.0154,3.3724,0.88797,3.2089
6.6132,1.1943,1.5745,4.4953,1.487,2.7972
2.8402,0.85358,2.1417,0.30334,-0.86557,1.4948
2.9987,0.25558,2.0963,1.0572,1.1508,1.4567
5.216,0.18085,1.7809,3.1228,0.22182,2.7146
5.5133,1.2516,1.3734,2.128,1.177,1.7204
-1.2806,0.10043,1.855,-3.7156,-3.0257,-0.77634
2.6214,1.5059,1.2008,1.4805,0.12645,2.6274
3.4784,1.48,1.6573,2.0898,-0.51459,2.6121
4.2427,0.8768,1.7237,2.1493,0.45321,2.0687
10.998,0.060838,2.8475,7.6356,1.7359,3.2816
6.0663,0.83401,1.6339,4.1694,1.7112,1.9031
8.9141,1.7974,3.2258,3.3541,-0.38068,2.8202
-0.15698,0.64103,1.162,-2.2869,-1.3542,-1.255
5.2843,1.6658,2.1824,1.8846,1.6632,1.4573
2.4669,1.2869,1.4369,0.40361,-0.17064,1.0252
9.5339,1.1312,1.8137,7.6306,3.5454,3.4278
5.5006,0.75873,2.1444,2.6223,1.2822,3.1073
2.9369,1.133,1.1581,1.8406,-0.50844,2.4858
2.507,1.2223,3.4746,-0.74521,-1.0976,0.72058
11.909,1.8586,2.4843,3.6291,1.2205,2.1909
2.6471,0.10433,1.3965,1.7557,0.20724,1.5354
5.6015,1.3857,1.3964,3.0511,0.7395,3.0588
7.5047,0.86855,2.7835,3.8387,1.2803,2.9016
2.6024,-0.35204,1.5057,2.2681,1.7094,1.3915
6.9854,1.7285,2.9178,3.3137,0.91628,2.4761
5.2425,0.66795,1.084,3.3095,2.1857,1.4906
4.4627,1.8366,1.7359,2.2287,1.1374,2.7398
5.6386,0.7449,3.1536,1.4946,1.2702,0.94739
5.5662,0.81069,1.9825,3.162,0.15379,0.95597
2.8846,0.89476,2.2231,1.5882,1.0967,1.2531
2.7835,0.5443,0.80979,1.9323,-1.105,3.3546
0.52727,1.1356,1.4698,-0.8965,0.25926,-0.11343
6.4744,1.2069,1.3674,2.872,1.3102,1.3297
1.4879,0.15841,0.92896,0.9603,0.28828,1.9177
7.6988,0.75364,2.5975,3.822,0.80228,1.994
9.7461,2.2675,3.4481,4.1485,2.6944,2.6689
5.2256,1.5007,2.7458,0.42537,-0.38178,0.35585
0.11929,0.37769,0.41107,0.59601,-0.55988,1.2937
4.8112,0.72344,0.87713,3.3988,1.4151,1.7133
0.72825,0.76389,1.3976,-0.36057,-0.82621,0.14355
9.644,2.2741,2.7395,3.8422,0.22648,2.3666
9.175,0.91862,2.2034,4.4649,2.1448,2.221
5.5873,0.88704,2.9082,2.3245,0.60034,1.3686
1.7739,-0.79757,1.1181,1.0373,-0.053998,1.6318
6.2233,1.439,2.1088,3.9908,1.5279,3.3102
4.1925,1.8887,1.4367,1.3988,0.52931,1.2635
5.094,0.95523,2.2846,1.7681,0.32942,1.8063
2.8286,0.91867,1.6118,1.6243,1.6042,0.70387
5.1741,0.19809,1.6767,4.1367,1.3115,3.4761
1.2924,0.62582,1.0921,1.3908,1.3018,1.7247
7.48,1.3782,2.0929,3.4345,0.72624,1.5988
3.9094,1.2932,2.1108,-0.3437,-0.66742,1.3977
3.0283,0.80962,1.2809,1.662,0.13034,1.8319
3.7358,0.74712,1.8438,0.81946,-0.16574,1.045
5.9391,0.66964,2.273,1.2395,-0.01142,-0.21775
3.2429,-0.58875,1.5609,3.0046,1.8214,2.105
6.8935,0.69012,2.7889,3.2449,1.1936,1.8926
5.6281,0.84221,2.2628,2.8678,0.017985,1.5241
2.4473,0.7648,2.2369,0.22577,0.4497,0.022497
8.8034,1.4779,2.7436,3.9646,0.53455,2.9172
9.8029,1.9188,1.6942,6.4121,2.4754,4.154
2.661,0.7305,1.0733,1.6724,0.75129,1.6795
1.388,0.77135,1.3398,-0.99108,-1.8477,-0.2824
8.8999,1.1352,1.9479,5.9071,1.9478,3.9655
9.5746,1.7147,2.2681,5.326,2.1173,2.2163
8.8922,0.53338,1.9765,5.9833,2.5535,2.4261
4.3467,1.8245,2.2013,0.76481,0.96927,1.6381
4.826,0.86109,1.6732,2.7955,1.0838,0.94914
6.7668,2.2066,2.0051,2.1474,0.14565,1.2431
9.1959,0.10172,2.6078,6.8441,2.1393,3.7808
2.358,0.091204,2.9963,-0.25046,0.035318,0.50603
6.6461,2.3435,2.4211,2.4727,1.1554,1.2547
7.3153,1.1669,1.9757,3.1656,0.97596,1.2613
5.8239,0.97963,2.5561,3.166,1.0919,2.6321
4.0111,0.62789,1.0684,1.9884,0.51863,1.4676
8.0465,2.1381,1.6498,3.0274,0.31764,0.95272
9.7151,0.95601,2.3252,4.1655,0.66432,2.4008
4.5114,0.6051,1.194,2.8067,0.75222,2.1997
6.9565,1.3688,2.3045,3.1991,0.72955,3.8087
8.8705,0.83554,2.7917,4.6261,1.8834,2.6999
6.5026,1.094,1.6182,2.9775,0.95702,2.8025
4.8007,2.1404,3.5308,0.068182,-0.18212,0.059972
5.802,-0.029643,1.3596,3.1537,1.115,1.7308
10.908,0.99487,2.2334,7.4063,2.9442,3.6803
9.2397,1.3749,2.698,5.0897,1.1261,1.9764
-1.1758,-0.59759,1.2459,-0.59746,0.39675,0.97262
6.4904,1.6189,2.2495,2.7547,1.1137,2.5607
6.1808,0.88847,1.3972,2.2771,1.3499,1.28
6.6419,1.5069,2.5698,1.5009,-0.91494,1.7048
5.7463,1.3763,2.7159,0.33237,0.33188,0.26832
7.2095,0.90511,1.97,0.9568,0.23174,0.025436
7.6321,2.0638,2.5632,1.1561,-0.42676,2.0173
4.2248,1.1549,3.1078,0.70891,-0.41714,1.1858
7.0387,0.85239,1.675,4.5127,1.6401,2.5116
8.8268,1.0171,0.86585,7.8841,3.8035,3.2731
2.8642,0.066171,1.5723,1.0102,-0.55161,1.7145
6.3863,1.0051,2.0049,3.6708,0.75462,1.8303
7.8892,1.0489,1.7879,4.0076,2.2971,2.1586
1.6764,1.1531,2.8698,-1.3135,-0.25149,1.5517
7.2494,1.487,1.9118,3.1594,1.191,2.1985
2.3018,0.21514,2.4126,0.18005,-0.21593,1.5548
6.5394,0.91473,0.23941,5.2475,1.5073,3.3324
3.5514,-0.13995,2.3683,1.0428,0.082626,0.50596
5.0868,0.29537,2.266,4.2424,1.5545,1.9469
7.2969,-0.30773,0.86567,7.4075,4.1717,4.0289
2.1788,0.73405,1.3622,0.85458,0.32317,1.2529
8.1413,1.8966,2.7876,4.0807,2.4001,1.2514
7.4829,0.70431,1.7267,4.5885,2.3486,2.0373
7.6624,1.2589,1.9944,3.4606,1.1693,1.7042
3.671,1.0015,1.6458,2.7166,0.80473,2.4937
6.9472,0.57213,2.3924,4.0127,1.9456,1.8438
9.1332,1.5743,1.8689,5.5722,1.5266,2.2545
6.0098,0.80027,2.3086,3.7979,0.5896,3.0995
8.6885,0.9592,2.5485,4.6007,0.95663,2.2359
6.4506,0.53087,1.7461,4.1931,0.91421,2.2377
7.0309,2.1042,1.7967,3.5256,-0.17133,2.593
4.7428,0.60936,1.4317,2.9388,1.2722,1.8909
7.6342,1.2157,2.2786,4.1823,1.639,2.1026
3.4226,1.1192,0.20668,2.3014,-0.45478,1.2856
-0.81391,0.0080401,0.6869,-1.026,-0.57671,0.66298
7.1357,0.99069,2.571,2.8446,1.9808,0.99242
5.9613,1.296,2.4205,2.255,-0.058627,1.9398
7.7171,1.5416,3.0509,2.2191,1.5716,1.2633
4.5986,0.17629,1.5942,2.7328,1.0718,0.88807
10.809,0.41569,1.7947,7.984,2.5768,3.7587
2.0596,-0.053184,1.8549,0.91995,0.25792,0.44356
9.0482,0.25931,2.678,5.4105,1.5406,2.9171
3.328,0.654,2.0948,0.39033,-0.16033,1.7399
6.7506,2.7037,3.2911,2.067,0.93568,2.1361
5.4233,0.82994,1.5937,2.6771,0.20098,0.92206
7.1765,1.719,1.6274,3.2999,0.61716,3.3393
3.1046,0.69004,2.2792,1.0274,0.84629,0.19301
4.2943,1.1345,1.8809,2.3951,1.014,1.963
7.6844,-0.25232,0.97538,6.8687,2.5195,4.0565
10.299,1.0865,3.174,5.4163,1.0961,2.96
6.6773,1.053,1.3081,4.2398,0.81219,2.311
5.8543,1.0136,2.1588,2.72,1.8431,2.0836
6.0516,1.9132,2.3202,2.2204,0.6986,1.4185
6.3817,-0.0093886,1.6515,4.7229,2.056,3.5836
8.2191,1.5359,3.0314,3.931,1.8708,1.5551
6.7331,1.1199,2.6914,3.29,0.40854,1.4038
-0.71825,0.66728,1.2505,-0.72824,-0.58047,1.5151
0.83903,-0.25764,0.78396,-0.15314,-0.30246,1.4126
10.072,1.5099,2.0144,6.5786,1.8617,3.291
7.2003,1.0879,2.5585,3.5674,2.1329,0.98612
2.5566,0.39343,2.1588,-0.69511,-0.27728,-0.048332
7.7824,1.3726,2.5636,3.0174,1.0812,1.3961
5.137,0.41359,0.87174,2.5481,-0.023499,2.1962
4.5039,0.33211,2.4772,1.0366,-0.8049,0.83555
2.7337,0.89825,1.9662,1.2426,1.0684,1.4175
8.1162,2.3055,2.4148,3.2863,0.91687,1.693
4.2251,0.10661,2.1539,2.0967,1.3756,1.9885
3.8123,0.033561,1.4405,3.478,2.4986,2.0861
1.1721,0.16767,1.6395,0.44591,0.84191,1.2433
9.5872,0.739,1.6841,6.7288,2.7893,3.6155
2.918,-0.28868,1.6981,1.656,0.26589,1.0656
5.3864,1.6285,3.0496,-0.24835,-1.5147,0.61566
3.0308,1.7574,1.0771,1.3346,0.95177,1.1083
4.0189,-0.38679,1.8491,3.3348,1.405,1.8664
4.6979,0.74195,1.5042,2.6476,1.8644,0.51388
4.8673,0.51217,1.2235,3.2828,1.773,1.861
6.0819,0.026904,1.0649,4.9297,1.5999,2.4644
7.79,-0.36537,1.3145,5.0242,1.76,2.4984
6.7346,1.0709,2.4128,3.4896,0.92821,2.3037
4.831,0.17351,1.9515,1.9764,-0.091801,2.1153
8.9333,1.338,2.3435,4.3625,1.5109,2.5113
11.365,0.90161,2.623,6.7017,1.4864,3.0441
8.4926,1.8792,2.3125,4.8135,1.4746,3.6087
4.6713,-0.33412,0.63991,4.0631,2.0551,2.8879
6.9726,1.0507,1.6134,5.4453,1.9646,3.7167
3.2521,-0.003723,1.8513,1.3406,-0.34893,1.4721
10.588,2.5394,2.7106,5.3485,1.4853,3.8261
5.0344,1.1191,2.4937,1.0705,0.46058,0.40077
3.2519,1.8188,1.7553,0.27867,-0.62793,1.9379
7.3274,2.6286,2.5984,1.2735,-0.97375,1.4741
1.8622,0.81742,1.7999,0.95036,1.6201,0.59111
7.1545,0.89449,2.4416,3.0131,1.4149,2.0308
6.0764,1.0187,1.9822,3.9614,1.5904,2.6381
6.3569,0.33067,2.1377,2.6539,-0.36512,1.7785
10.507,1.127,2.3148,5.8977,2.1786,3.9928
5.1443,0.77524,2.4099,2.9059,2.6276,0.78141
6.7309,1.617,1.2745,2.4233,-0.39715,2.6555
7.4615,0.4732,2.3294,3.3389,0.75707,1.6229
7.9728,2.5679,3.3216,2.391,0.28609,0.71737
2.6484,1.1788,0.83469,0.79186,0.54436,0.42943
5.3893,0.61552,2.0361,2.443,0.95888,0.53384
9.6399,0.45687,3.0573,5.6796,1.3423,3.3447
7.9678,1.586,1.8126,3.7013,2.0201,0.75298
7.0735,0.36652,2.0013,5.4976,1.4665,3.3241
6.8479,0.27037,2.3141,3.8362,1.2298,3.068
6.798,0.84085,2.7378,2.3075,0.64966,1.5875
8.1934,1.4776,3.0065,4.0142,1.5804,2.3501
2.263,-0.049547,0.57405,1.9389,0.4393,1.7049
7.8027,2.0303,2.7458,3.8659,1.4898,2.736
6.9118,0.87985,3.1193,2.3907,1.7102,1.4676
8.5448,2.1076,2.4289,3.4426,1.6276,2.2227
8.3197,1.7354,1.9985,4.2692,2.2102,2.3171
7.5475,0.54309,1.8364,4.1081,2.0047,1.297
6.2724,-0.27629,2.1824,2.9679,1.8634,1.0269
5.7361,0.068248,1.0752,4.3524,1.6263,2.7091
4.3893,0.404,1.1146,2.9037,0.76786,3.0712
6.546,0.80334,0.85747,3.0347,-0.38102,2.2216
4.3019,2.3651,1.9155,-0.45895,-0.99652,0.16666
6.0514,1.7584,1.0209,2.8371,0.40649,1.3309
9.6607,1.0102,2.8921,4.8457,1.9363,2.7292
2.3492,1.5364,1.7249,0.84198,0.64969,0.50055
3.553,-0.42269,1.5535,2.6574,0.92688,1.5152
4.6816,1.3937,2.5656,0.54399,0.076877,0.82894
6.0864,0.10523,0.9272,3.0792,0.60428,1.8137
6.0192,1.3682,1.7095,2.7101,0.7626,2.1192
4.3742,-0.8236,2.3502,4.0875,1.706,3.6137
9.0185,0.3577,2.3492,7.5834,3.1638,4.3132
9.9016,1.3992,3.1687,4.2792,1.3506,2.2794
3.8113,0.32348,2.2396,-0.032074,0.16372,0.33851
5.8376,1.8875,3.1798,2.3081,0.82864,2.4357
3.422,1.3938,1.8179,0.742,0.58183,0.18821
8.1118,1.2027,1.3969,4.9395,2.6566,2.1755
11.344,1.7942,2.3937,6.1683,1.3516,3.827
4.9474,1.037,1.6588,2.1646,0.13795,0.74637
9.9451,0.39629,2.2545,8.2382,3.6577,4.2929
7.4527,2.0523,2.2527,3.1801,0.43901,2.8389
9.1452,1.435,3.625,4.0477,1.1356,1.6818
4.6812,2.2693,2.5124,1.1534,-0.41801,1.9481
6.7661,0.57928,2.9749,1.4723,0.049874,0.021584
7.7994,1.087,2.2893,3.0061,1.336,1.4975
5.206,1.8514,2.3506,2.6446,1.0554,1.6159
7.2483,2.481,1.8454,3.8822,0.9807,1.5433
5.9817,1.5519,3.3209,2.2859,1.2219,2.4999
7.3565,0.7682,1.6971,4.7771,1.5564,2.6141
5.5265,0.076077,2.7787,3.6629,1.3014,2.8526
1.0138,0.65683,3.1441,-1.2343,-0.9427,0.30695
5.7921,1.2582,2.0777,0.97929,-0.68457,2.3657
9.6983,2.872,2.491,4.1532,1.7644,2.9098
4.0273,0.099126,1.6027,1.8526,0.14477,2.786
5.4003,1.3092,2.0883,2.2617,0.94397,1.6751
5.7065,0.97268,2.0712,1.8221,0.60986,0.99279
4.9525,0.63402,2.3293,2.9169,1.6307,1.2636
5.5691,0.29457,3.3717,3.2675,1.1382,2.7018
7.1359,1.6555,1.2529,3.943,0.98886,1.6012
10.54,1.7144,1.7906,6.1483,2.0875,2.839
9.912,1.7426,2.8876,5.1637,0.87518,3.287
4.4929,0.27092,1.0779,3.0579,1.5354,1.9374
2.8124,0.55131,1.9048,1.5663,1.3972,2.6181
4.8866,1.4465,2.1067,2.0952,0.86373,1.369
0.29413,0.11566,1.2825,-0.44649,1.1188,0.43587
11.34,1.5713,1.9656,5.981,1.1214,2.6655
4.7511,0.68591,2.954,2.9975,1.4778,2.2484
